src_ip,dst_ip,src_port,dst_port,protocol,payload_hex,label
199.232.194.114,192.168.50.11,443,39731,17,4db19b38af5458e083a5c2053d87fb50bb290a773516ab9203a84d717c37147f9757790d3b6149510abfd230be8a16763a0f055445111b223755f61e47a5bc593b4867659bcd2366e688ae210cd4f2e6c38848c166a9373b4614968cb33368bb4724747c6b22e606242b35ed58f139e22a8e16b602c12f175352abde8a4f9f6e,0
173.194.12.135,192.168.50.11,443,48494,6,1703030013924bb8abb22ffaf1f3702a1ad009d4c1c4257c,0
192.168.133.105,104.196.194.24,10816,110,6,41504f50,1
192.168.50.11,142.250.176.2,50253,443,17,4fe1a2c51c51c5bf6a38e2b4a959d531f533308762ac0ee6a5c471fdcee85101c852d38ee438e6dbad094fb0c596d5f8d134193ebb8f34024fa691c986ce2d6230bc154b8a294a7c5964f6a084eb091afac8bb3291d9d20e459ca89605cf116553d69a57df3ed45b0868c04f46e678ecfe121a5694b927f9858b90e8756d5dfd,0
172.64.41.4,192.168.50.11,443,44258,6,1703030033e85a96fe832800d6aeb47f11615fa50a72e339c112fd29bcf6742d6956ed61a26d04a354eb613b6ccde7d94444a0fc41b72cd3,0
192.168.50.11,172.64.41.4,55472,443,6,170303009232e73be7094e5ddb4cbf2dff0f849b61cf9a3d7282ff101b46417e00ca97264d73d4105b96e1c85a8617e4c4617ca6a2d6a0a3cd44c53739343b5a797542d6601381c6342dc94f312ba2445ea695f61ac048c2dffdcec97c663627a6c0700da02db2b0997225bc1462d3db3935c3e6ad6d4399ac78a33450e39dd4,0
192.168.50.1,192.168.50.11,53,58255,17,b9788180000100000001000104636d2d78046d67696403636f6d00001c0001c011000600010000001e00300566696f6e61026e730a636c6f7564666c617265c01603646e73c0348d6b59d8000027100000096000093a80000007080000290200000000000000,0
192.168.50.11,172.240.35.20,40304,443,6,16030300661000006261049596b3b77608b79936e18e3e7105f042523ed26f0eae1a78aafe77892293ff8c02221c56e2a45009343828e47937eab9447420b281b8d5aa2eaf772798280bb36186af7ec4a1e12075edbd6529543a2b85e362d361f320ffd2ec32528db1139d14030300010116030300280000000000000000e9a1,0
192.168.50.11,172.217.14.110,34982,443,6,,0
192.168.50.11,18.65.25.87,33526,443,6,,0
192.168.50.11,104.18.27.193,51978,443,6,,0
192.168.50.1,192.168.50.11,53,50049,17,272f81820001000000000001037777771061756469656e63656578706f7375726503636f6d00000100010000290200000000000000,0
172.64.41.4,192.168.50.11,443,44258,6,17030301ee81157b0cfb57b21304277fdd8737c558921e6b83e0eddd7a025bd1e1073c21d13d13908983b5c8580e208a61e8d65cc469a9a8f95dd9fb6588e08ec56387fb69b5bdcfacaead8c2f1eac24e82941670e42211ac5809b113b3a7a1eaf1a9718d01b81856617fe784e68458964af04323742a219f1ca5ed959e8f5c0,0
192.168.50.11,173.194.12.135,36986,443,6,,0
192.168.50.11,104.254.150.241,41306,443,6,,0
192.168.50.11,131.153.52.72,47770,443,6,,0
31.13.70.36,192.168.50.11,443,55218,6,f4236f3891daa7351ba8c4f1733c7918835885fb95f137f4182b12578f72ae6e748dbc0cc5d708b9d0aae8e10f32b830382582c0c20d311c5ef55b4d948d646f569baf47e8e5d12118358201a3ddd9f0ec346a77e0ed564abe693e169f96c9755a3acada036bbacc770a03ef0a49a9347636f51bd2fbce7122335ad446d79e0a,0
104.18.34.222,192.168.50.11,443,38210,6,170303001a01f461e7065d5b5ee151b61f4932483a01a191f1ec16a25aad38,0
192.168.50.11,151.101.2.114,49192,443,6,,0
104.21.8.7,192.168.50.11,443,52358,6,170303056a46ce1e0de13873933040dc769a04bd865e01a4fc95f6e4d4f673ca1cbc1dc9d139ac2442a1cfc0a79636c40d79840df35e3c5b4d30076aba2202b00c1e0fdfa6975bca5a5724dafab3f6f66f63f4976beb2c89caf0bb95085a90e878cc4dd789e483f154cf0db333ecc7f968bca36925185354ebe29b2dab622908,0
192.168.50.11,104.18.34.222,38868,443,6,1703030053c551d15345e9e48bb003e4e35ba3d1f865a9aa869df65671433609597c2dbd7f017716b6b593b703069aae338b199be79cb88d3e000359ffc45691b32682cb6515a5893773b5698ed858566e23d250a2a6be52,0
192.168.50.11,172.217.14.110,34982,443,6,17030300ee9a2d09e14f4485eb696b979c9c2d7288daa7dd55f28d0d5ddac6977f2a29911bb5e308e9fd784671fe34480a4c9d721b88fc28bd4e3c668407c13eadff8dad58b3c9213a2dcb50b5a5ba4291cd33a6b98b6d6d04592288c2f724b035abdef8db4320e1652578c0090f53ed47cd6d501cc668bbac02c2a717bcc338,0
192.168.50.11,23.216.55.36,57260,80,6,,0
67.202.105.22,192.168.50.11,443,57902,6,170303003580cae56b0bae7cd0ee1b805d72adfed07f1860a8dc489bd44ba24fa3a3665514fb7ea47870739c10ea580002f2b6cfd65b1d686ee1,0
192.168.99.47,81.223.68.195,61549,79,6,726f6f74,1
142.250.72.162,192.168.50.11,443,38688,6,ae9cfd71d3564f74dbda2993b33092ce157d7915bed4ee7528a925fb6e8842e04d740709cded274bf1a2fa6937f88c67f8d666c21c60837d8e627352b85efbc8f71230f054addc5de62fade2fa7669192eeb1c038b5dca8da5a6bc3179a9ed2fc99c0169c5d228e84db0cba2c85970fa681f5968a7ce5d3da698c4d3e2c8a2c7,0
192.168.50.11,34.224.241.14,32960,443,6,17030301fa0000000000000002d435c11ec316a012902520ac57f36f2cd5f50400fadcfee065d0daa0fd9ca98027683ab80d018e71d14c0bd786ea9285aecac228d00787893da499c71aa76378b3ba87fb382acc8bb732a2ea36252ca78a1960356ab618591204976780f046f37bf278dafcac56ef727618222b5c5fdc737c3a,0
44.242.33.86,192.168.50.11,443,58742,6,,0
192.168.255.84,84.115.255.6,18541,20034,6,424e207c30302030322030307c,1
142.250.68.66,192.168.50.11,443,38960,6,1703030074ea6da8660b8351219246fb3fcc3e61a9f97a1013b8fe020bec5490aedf7cb251097cc9e784f85a5e7d0ef45e5c69d2b7ca9183607cfe0a2ed5d85b715078705702faf6b4e0b8724fc7b724f98b4c620e4cc61cca4b2118e262230523e31cd4ee54caa235249cceaf67b905f917ddf7379c33f6f8,0
192.168.50.11,35.244.154.8,39780,443,6,16030107600100075c0303119ca8ce633b1a9d08ad9c6300f7b5ebd016d3b8057e5e1d40e3c8a64380e193206b07af7de01b35d2da872386867d321ded03d68e93116f8cccaf771d60e0c1540022130113031302c02bc02fcca9cca8c02cc030c00ac009c013c014009c009d002f0035010006f100000011000f00000c69642e,0
192.168.50.11,72.34.249.211,55242,443,6,,0
142.250.72.150,192.168.50.11,443,37880,6,17030305739acb42609fc6119fed8bd335d78bd014ce858dcb149148de048cb1d1b978beae7a0f5517733282711f669c9eb33e3cf66bd249fe6778ebd63eb0b6db6313079d1ded0f342a5e7254b1252cdf4e9b748004199487c4b83a3786d345b88279f1859c64b0904adf71ae1fcbc143fa6023a902847584ec940bc4be698f,0
192.168.50.11,142.250.68.35,46846,80,6,504f5354202f77653220485454502f312e310d0a486f73743a206f2e706b692e676f6f670d0a557365722d4167656e743a204d6f7a696c6c612f352e3020285831313b205562756e74753b204c696e7578207838365f36343b2072763a3133342e3029204765636b6f2f32303130303130312046697265666f782f3133342e30,0
192.168.50.11,142.250.72.150,37880,443,6,,0
192.168.50.11,103.231.98.106,59306,443,6,,0
192.168.50.11,172.64.41.4,60274,443,6,17030300336aed7174da9e3f9a7619edef77097236262026260254f794e46bcce5cf026284374d0a15131b568a9c260d742b124856f1cd96,0
192.168.50.11,35.244.193.51,32772,443,17,78fe9d7a6810b97b08a931671f21a1c3299af805010632da75a176122a,0
192.168.50.11,15.197.193.217,51564,443,6,,0
142.250.72.168,192.168.50.11,443,56699,17,50bd495c56d13711ae348b931bababa9ef43d9d014b40095e8f9f6a9983445f4f4a3e6c9dab12800111b3a66db2b34efc47a323428a8e546d8226fc39b1c274c828df5f86b4e6f5b6cea028a09b54b2e1b18b016cf2fe01ea1fb7b7fc483b80165e68c594a12edcb32519c7a4858294b5a34a7dcb94be9ad8b495237b7723789,0
192.168.177.55,64.33.8.63,54087,20256,6,534e48,1
192.168.50.11,72.34.249.211,55242,443,6,17030300137a44d33ae586664d07a18ea1c2a4fa4ffe0e90,0
104.254.150.241,192.168.50.11,443,41306,6,17030300409019ac4db6b204e171b44cbf6d4fffa51187b89dbc186370f5d6b27fbf2cb00ea765ce20b60450235cb4275c278ef74ff2ca5a59ee976aa81a02a8b86fc1cb14,0
172.64.41.4,192.168.50.11,443,60274,6,170303001e88bc96a7512f0dcf98564553dbc489352a06c1436aec9d6e09f6bfcb2016,0
172.64.41.4,192.168.50.11,443,44258,6,1703030033e4ffabc4f58b009b7e918a050c4a1af2d099c51f1b4c3858e0b5e808ba3c55ecfd521013a1a4a86912d84d827d221218589495,0
142.250.72.168,192.168.50.11,443,56699,17,58bd495c87643fc890862fbda05518722c6912ed3d48379a4d921f74759f63efb73202e642024aff93e266f4b813fb4f83f5d2f94f08d5196c29130bc43a9b697551238306f5df6890f5b3c55a1a1ec46059a20cdce446d01c4bfea5ded69fbefd9d7d3d43f498b77432cc8dd1462b1e96771132ea500d2672e43aba98ede178,0
192.168.50.11,23.55.219.177,49846,80,6,504f5354202f20485454502f312e310d0a486f73743a206f6373702e64696769636572742e636f6d0d0a557365722d4167656e743a204d6f7a696c6c612f352e3020285831313b205562756e74753b204c696e7578207838365f36343b2072763a3133342e3029204765636b6f2f32303130303130312046697265666f782f31,0
192.168.241.226,207.116.6.218,12984,110,6,7c44387c407c43442038302045382044392046462046462046467c2f62696e2f7368,1
192.184.67.70,192.168.50.11,443,39926,6,170303004058079205b30de8973f69519963d46c3aa39943fa68cc3467dc0a64e0f9699d683a0180da0c05d10f6729da63b83c01943a3194f61cddeb67f488940345c09e37,0
173.194.12.135,192.168.50.11,443,54889,17,5b36addfc4898528da8ebdba454e9efd25fd8efbd28be4923463aa958ff149baa08106561756901a0307c1538d285f7a82256ac41f1084a32be9aafb829805cabf566420952c049ec7d2b5a6e32feec35f250eb4e4c8f13a395893fdfd02935c9b06719015c6903b3996ec44b2a55f77d1756bed92fd7016c0833e908b7386e8,0
34.36.137.203,192.168.50.11,443,37870,17,e600000001035f69b408fd55ed7855239f8443fc0f7128e473a5ed18f207b6fc32d6639ccc1e1f7afe75e45c4607628464e5118476dc3de5441c001e06cbdf3a01ec8a4784b52b7ae0f552a9022169b2b94e5054147a08e47b52f283f935c3094baff9a4399a611c0f31739dfb80f4045c9571cbcc00c8fd2e220946c0f396ed,0
173.194.12.135,192.168.50.11,443,36986,6,cc16290688f2cd90bb8ab419ed86af1ad4296cbb4f02d045568ebd0dca28fa02b926e71cea185e6f006e02218706003104f163a70bf840e22aaaef1dab79a13def697ed97b831b25205bd362fca297f861fafa2c1680f415143f598a694ff8cdeaabbf884a34811bc663d8bcd23647cb37f654e79e9fa18f41cad9090e5a3e8b,0
192.168.50.11,162.19.138.116,49728,443,6,170303010cdc4ff2ac86b7f722a3dab632f721be8bc14c146a064bda77aba05d280f3eaff19f6f482c07a392e54e54ec4e4f5750b36dabf3f23bbeaea9e9795705f22a76067612edea71d9f36b44ac4e899869ab9d723adf19582b2fa7258b37cb53d876b40a203139a7e3592df4c2320a21f2e5a4d849c168c40a511dbd52f4,0
173.194.12.135,192.168.50.11,443,48494,6,1703030013729f7f09e83745ebaf8b28666254e21ba6cc3f,0
192.168.50.11,172.217.14.110,49346,443,17,74f62362ea2e7011e0360f70f390a8e7dbfa457a01ad36ab1a90e23b68b59b,0
74.119.118.138,192.168.50.11,443,53840,6,,0
192.168.50.11,103.231.98.106,59306,443,6,,0
20.33.69.37,192.168.50.11,443,47566,6,,0
192.168.50.11,74.119.118.94,37798,443,6,,0
172.64.41.4,192.168.50.11,443,55472,6,170303003489005d6fd5e66d4aad2af10b106bc956666976a0be5fd97b61b656e15744b4792a9252cdf7e7634e7dbb9ee27328712e7dcec971,0
192.168.108.135,221.229.103.71,51895,445,6,7c46467c534d427c37352030302030302030302030307c,1
3.168.147.12,192.168.50.11,443,33348,6,17030300ae329750dde87465c50d41db5b434ce5ab19c5d7c44ddc7370f6000e1fa691f3056706a2595e6d93a9c8b668bfd0f202b644f89a4734a67ba0343aa67502362109b9c032050bbc1153b19e5bfe3f8f0fb20c1b3cbd0afb784f7284d7df75173d788452f853bdfaec9786cbfa8a57340cda2b4a75151e5396cc0bd417,0
192.168.50.11,34.107.165.188,58482,443,6,,0
172.64.41.4,192.168.50.11,443,44258,6,1703030033ee62642b7a747eb232cae45c2d490ca49ac4cbb5900f5dbb0a7d3aa5fd5e58e9f6e3dd946bdc78691487583df277ec40acfcd9,0
192.168.50.11,173.194.12.135,36986,443,6,,0
192.168.50.11,188.40.16.220,57240,443,6,1603010764010007600303fba5306dcbd50dffefe9259f0c6dd2586711981199a078745bf23e92101527382055fa2a9762374443321b40dfeb582a82e9fa92a33cdc54c8231553e5f50a31690022130113031302c02bc02fcca9cca8c02cc030c00ac009c013c014009c009d002f0035010006f5000000150013000010697474,0
192.168.50.11,192.124.249.36,33234,80,6,,0
192.168.50.11,18.164.173.26,42596,443,6,,0
72.247.234.254,192.168.50.11,80,47778,6,,0
192.168.50.11,23.55.219.177,37942,80,6,,0
192.168.50.11,31.13.70.36,55236,443,6,,0
192.168.162.55,19.70.34.159,58184,79,6,797069306361,1
192.168.50.11,142.250.72.138,52562,443,6,16030109aa010009a603033a370a47504891aac650ba002165379478a95959e60367b2a6ac8e1a9f10746f2094cbd51c6cb445efb505bfbfe0457c1088318ae3c9cc33e58b37c5df7e8e02710022130113031302c02bc02fcca9cca8c02cc030c00ac009c013c014009c009d002f00350100093b00000020001e00001b736166,0
172.64.41.4,192.168.50.11,443,44258,6,17030301ee27e8098497cf9a63c8763b4e87b22f3873247574781712ebddb693c5f8785331861556c761ab5f16e817f5292e060019fb48734f51259bd7ba7dac8de45204e0e9760679faf5d4a336cfe06f56608c5aeda7f681159b21d8e5ee3910b72c3c01fbb325da1dc2b57143e81698a5d3127773c1c560b8d1a602593c42,0
192.168.50.11,34.224.241.14,32960,443,6,17030300210000000000000003ababf4cef3937e8e1451cac43da26258f5e692964ee009f35f,0
192.168.50.11,23.199.1.15,45298,443,6,16030300461000004241046515ccacffe5cf6eef4190c1fc7db082779ec93841174ad7ee9f5c9eba87c3929b73b4ab9c86686ea2621fd9a0996c3a0f1f58126a058c066d9c2bb1a92c654e1403030001011603030028000000000000000040b9f5d9db1a0e5fb9b73a5372810289b6a6a88979888de6641a651f4cdab464,0
192.168.50.11,34.117.77.79,44700,443,6,,0
18.65.3.72,192.168.50.11,443,54914,6,,0
104.21.8.7,192.168.50.11,443,59034,6,16030304ba020004b603038535280687b4eae232bf03aaf58c7078a3dabaad1745ed2b2dd4de2bf970c5a120f89eb20d8133191425af5ce5efeffcc7f85f0c7dd4be1ce95b6bc02d2524f9a5130100046e0033046411ec0460581d52674935d0bab583f683e12ce1f90f682fb393df9abea201ba482617f8158ad99b04549f2e,0
172.64.41.4,192.168.50.11,443,60274,6,,0
192.168.183.150,31.38.191.230,57146,21,6,4d4b442020,1
192.168.50.1,192.168.50.11,53,40372,17,e0ff818000010000000100010b62616c616e6365722d3031067374617469630d7373702d70726f642d757365310a7a657461676c6f62616c02696f00001c0001c018000600010000001e0048066e732d37303709617773646e732d3234036e65740011617773646e732d686f73746d617374657206616d617a6f6e03636f6d00,0
192.168.50.11,34.224.66.164,47224,443,6,,0
192.168.50.11,34.117.77.79,34968,443,17,6fe43ea14cf67b3328787562fa993c8df39ecd6ef8481924171e503525029ed704a1c6eb,0
150.171.28.10,192.168.50.11,443,33988,6,cb07e1a7a566d65e4b348827fdfb95b4650c1b4254be3e7fa15fbbfe151ae35324b7fb49d92771f1d4f9033fe20a456c5f292a73c19501fe13fc4365518ae82583d299b53f800320aadf002e65dc8b882583116114656a8b8b04724ecf8139f02e5010ef44e978ff22edff600bf510d9e2fd7dbeb695e43a1601468b7f27ba0a,0
192.168.50.11,142.250.217.131,36650,80,6,,0
172.64.41.4,192.168.50.11,443,44258,6,,0
192.168.50.11,82.145.213.8,60420,443,6,16030300251000002120be38ff4e271660a0638f88efbb2c1aeb3c593db8070ee307eabd99fb3e74e93514030300010116030300280000000000000000eac2fbbe081ce208c0e0b0490ae03f25d29b5b5b9c18b50dd34bbebb705db67e,0
192.168.50.11,67.202.105.31,52850,443,6,1703030013e830dad371deab8016c5b8f2d62ef7d4de4db4,0
173.194.12.135,192.168.50.11,443,54889,17,5936addf534c7295b9d49c9b35760452221c30ef65fda804565ccbc76c7797cab33d73fe3362ff6e435f3bde6ea4fcc9b2f22cbfd886a3b379253d55e994941e62317b82859af3564e620b5bcc16bbd28c8b406c47a8fc42591bdfbf6a84ca472e2f51a6779e28ad77761acc0720261e607dffb48246009d583965206eb79ddf,0
192.168.50.11,142.250.72.150,37880,443,6,1703030022740697f62d0b078fb301c66a671797945a3032f1b723db350f733e3316ddaf45f776,0
192.168.188.241,91.25.25.233,37585,443,6,474554202f696e6465782e7068703f69643d,1
192.168.50.11,172.64.41.4,44258,443,6,170303009a10ec2a26a94e1b6579c3d13a9d356f960e0ccb5226a11d436b202a1b7294e031f9fd9a6bc1fb6e17affb5490d14ea0ca992515eb7f625cf7e1547818381a0321a6ed760f1aac2b209d44c18a01562dead46963614f05f501a77a55d8f067f6018b513fa96bcbce8d1aeecbafc2406ea62c00921b49701c8e4c5d91,0
192.168.50.11,142.250.176.14,56848,443,6,17030300613fdb93f9a310d22261b15795b6907d11fea1d1f917552369cd6574d682e551cc6ef792832a4e6fbafbe463163a32c2de4922d2f6959b6052ce0b49916fbcafa8ece335e4d924f0eb81d9e2ae42d3c7de3b7fbd9813a2925e85513b0e5b747f0878,0
173.194.12.135,192.168.50.11,443,36986,6,d25a0c6b00b55918996f42ed1019227b7ae960167edf711d41a37d2ac85b2b1c27c8fcecc163384afe2e7caf58ddd976d4b4f2a980ce2e92fea06447132f03ce89870c82375b8c8816a23d2cc8ceef9695790463e9be71eb2b3976d5bc8d548dedc8ec706a508e3fa73006d3865a764018462933eef430f6fc695b8a3c43a0be,0
192.168.50.11,192.168.50.1,46580,53,17,9a01010000010000000000010264650474796e7403636f6d00001c000100002905c0000000000000,0
192.184.67.70,192.168.50.11,443,39926,6,16030300da040000d60000546000d07227783bf219cba68af44e6a5cc846f52e0f8afc688bf499bd42a17ef80db9ca186fd1c5b7f300dd89c5a4c33fa6674f93ee64755debe06f15d69b7e4ca463dce95ae9e00c6e37cbde18e91f6d9b5433aed9a1b41770b57e90ac6cf2e0ab75b17a21d646b12ee5789ab2b3066419aac178,0
172.64.41.4,192.168.50.11,443,60274,6,1703030034f7a665d9e38a46bc0b2ced067ab5da88abd2ae30319f657a235ab441be9db12fddf0b0c121f14023d2a9c9b6d6e3e8d17b7b70db,0
3.169.234.208,192.168.50.11,443,45850,6,093351d6702b7ff4a1509ecd113b3bacca8d22b77afbcc1c5d104e332274a4f0baeef3a923d104f70d4221d76002a8a17aa6dec1531f474ae303bdc1a6065b5403bc4d794956a62234703c24ea7aeeaeb6d87dce01a6626df79a62d1e8926ff2bd5cdb94738c450dc7670f02ef9992e0b8e55534cdb25c4952c320d64440191a,0
192.168.50.11,142.250.72.134,37039,443,17,72e24f4b81df6bb4c215b18ea26fe8ac4d77dd3fc1d7d7fefade24e07ae205b997617a8b3d,0
192.168.50.11,172.64.41.4,60274,443,6,,0
192.168.86.249,207.158.137.226,23,32897,6,4c6f67696e206661696c6564,1
192.168.50.11,18.213.8.208,41158,443,6,,0
216.137.39.93,192.168.50.11,443,38082,6,b4d591fb736e722ecb3f775f133c876254e18bf27755528b438c62a883cde38a38e89c8407a7f5ab714fef028ff8179876a568c4679cf5f9ac5fa29009a81d04107a41551289654e45e2666f46bcb624576a3e8d20c9571ae22c712f0415b431b8d5af78d50b5433555a4fa2318ca17a0d0da09c6ac709de3ee00e51503456f7,0
18.164.173.26,192.168.50.11,443,42596,6,01dc7043789086cb9a5492028efd02e217c030b313158e7fc107f36e60634819a7febb55fdbfb4315b079693f26b16260a187511524768276b2a22bf3c07d27ba7eecfac46e447c6c5bd2f545cb6ea97627e57dafbbd48e197f295bf313f1a2aae1e2d041e3adacb6040000eeec3e9469b3b1ad21c0e9197eb3e1cc84667c350,0
192.168.50.11,143.244.50.82,48900,443,6,,0
142.250.72.138,192.168.50.11,443,33110,6,,0
192.168.50.11,142.250.68.35,55888,80,6,504f5354202f77653220485454502f312e310d0a486f73743a206f2e706b692e676f6f670d0a557365722d4167656e743a204d6f7a696c6c612f352e3020285831313b205562756e74753b204c696e7578207838365f36343b2072763a3133342e3029204765636b6f2f32303130303130312046697265666f782f3133342e30,0
192.168.27.152,210.88.145.148,26498,21,6,53495445,1
142.250.176.6,192.168.50.11,443,33078,17,cf0000000103b1fb0b08fa5f36ac69c2d4140044cf0f3dc3c9c8f924fc01eb241372b1cdfabbfca5f0d682596f30540af3064df2797159f616328b3f14b8d628ae263faa9b2be8b170a50571813f20ac5aab3a45695a8c0e799423f842898e483bb96af6af0867bd5ffca0b4052f3b571a7f3a11e65be86ae29338ab4ea4cb71,0
192.168.50.11,23.216.55.36,57260,80,6,,0
192.168.50.11,23.199.5.138,33324,443,6,,0
172.66.42.247,192.168.50.11,443,43024,6,170303109d000000000000002c69f42996329fd65e0d04b516ff085dc11cea2188cb3a445048a161d4e4d74e27e499f04ed7b1db0c3c5f5667328e5f4387bef935c93126c0b4e92f447119b7d1a180017f9f4be7e56eb12d2d0e11aa67ad81297120d4e2790540b5fa8347fb309fff3570da2510f640889d872145362e27a635,0
192.168.50.11,15.197.193.217,51558,443,6,,0
23.105.12.158,192.168.50.11,443,58860,6,51d0f57064114de27626e3c7f7eb9406f4930c961578151d6a7aaa29d61b4263a4ffc9e6bb79d7d2f118737816f5bc10571314b8749c70a080f10d22934585c0c92aca9f2dcc4567675d09542c0a2709076d20c65480beaf3a2fe178c05c007d6463b1095640b8c7bc371f1957ca49fcbc7a96acee56e7c57ee87bf30cc03f37,0
142.250.189.3,192.168.50.11,443,59906,6,,0
192.168.50.11,172.64.41.4,60274,443,6,,0
192.168.50.11,34.36.137.203,53601,443,17,5ee034357149a75048d3c9594b9f5cd0a2d2beab8458de96f12a7656dd609ed4ac0682877f33e6ac319d38f0eec78d1a8ac024a9eff4bd6375e7b3cdccbed0cbb51f,0
192.168.50.11,3.169.234.208,45850,443,6,,0
192.168.50.11,172.64.41.4,44258,443,6,170303003328a9369e1092696a9a049037afa329fd2d382c7decfc83fdf36ac10c692f0aef60031d7f7c60a2057220a0e2615c01a46b46ee,0
192.168.227.237,53.11.234.66,52666,7001,6,2f77735f7574632f7265736f75726365732f73657474696e672f6f7074696f6e732f67656e6572616c,1
192.168.50.11,151.101.2.114,36762,443,17,50a141ffc4a5b7b3bb692446f755a92984a909d460343ed5897cad141373c5d5de72cb031c2af2d8,0
173.194.12.135,192.168.50.11,443,48494,6,17030300146c23a44ac81bf6a527979219241f5c020f3c5c29,0
192.168.50.11,38.71.2.199,40512,443,6,,0
192.168.50.11,192.168.50.1,33939,53,17,da00010000010000000000010361706908696e74656e74697103636f6d000001000100002905c0000000000000,0
192.168.50.11,143.244.50.82,48900,443,6,,0
192.168.122.102,207.58.111.179,5276,22222,6,535953444952,1
150.171.28.10,192.168.50.11,443,33988,6,000000000000,0
192.168.50.11,185.113.25.51,37424,443,6,,0
192.168.50.11,20.49.104.19,37474,443,6,,0
192.168.50.11,23.216.55.36,57264,80,6,,0
192.168.105.116,120.105.123.55,21077,512,6,7c30307c,1
188.40.16.220,192.168.50.11,443,57230,6,,0
142.250.72.168,192.168.50.11,443,56699,17,43bd495c3fb415f1e56b98f97f6246d1d1186dfaecf288707af3b8d10f85a494432732d28c54f16374f490ea7f8a57e8457cc917154dacfb055fc3f36ce6e6e6cc75d0da82359e1a172743a96fd7fde6813c6dd61c384009bfe31002444ca8cea73c10d9de0227f59212cbea32106d9a7c08c63589202cc48671471e87bb2d34,0
192.168.50.11,172.64.41.4,55472,443,6,170303009afc8116d9b06adb4d814b09e13861afc1f0c69c646466a2a0de279153ec9acf6644a0b5becd7fab8911c95ea5b9cdd16ceee75f51a113d62b575a994b4ae4920c857e54f7eb4bcd2c8982f2be148acc4a0b04042bf72be4ddafaea1bbb37dfefdf68102e1404c69c5222113fadfaddc3d1f21665c752ff0bac0ff3d,0
23.105.12.142,192.168.50.11,443,36740,6,,0
192.168.50.11,23.55.219.177,58544,80,6,,0
192.168.50.11,173.194.12.135,36986,443,6,,0
192.168.50.11,142.250.72.134,46352,443,6,,0
192.168.50.11,142.250.68.35,46846,80,6,504f5354202f77653220485454502f312e310d0a486f73743a206f2e706b692e676f6f670d0a557365722d4167656e743a204d6f7a696c6c612f352e3020285831313b205562756e74753b204c696e7578207838365f36343b2072763a3133342e3029204765636b6f2f32303130303130312046697265666f782f3133342e30,0
192.168.50.11,23.105.12.151,45076,443,6,,0
151.101.2.114,192.168.50.11,443,36762,17,538f191df3ccf82f41ee9af65300e06f94d344d9657c7ce1f14ac30d8a397720d4282d4f5d4320a7ba5eaccbc3e6d807edfd970e939f67bdee82d05c3c2d964b00440fddd6b5fcec1cf6e51a10749911b63dfd018ba62ca0b4e95104a22253fa6680868f1f88affcc6b0757ae34b080f52223d483d89fafa2bb6ed4683d76d40,0
142.250.72.150,192.168.50.11,443,37880,6,1703030573f35a4574614d8d355c47f4d7e7e79ffc8981893c7e75faddbf31fc4742479a8d8f8421df2d8611bbf8332371afa85950c47f3c31c0933cf4a8cee52026613e87b2823a1a3af82ce3a29b110d63cbd38e2b56a1f4f2b8de867a63be724998e8320f9685765fd3c558f2b19d08ef5e8fbd66bb0dfad21488a4e0dd59,0
34.107.165.188,192.168.50.11,443,58482,6,26ca09dc74e60d979aebbdd0d13fb340c6b2093787b043a252d2d87b13aefee2abd6e7255e82b05e0e891e1438843f91cbbc6669527d8fdb1c6b7f3bdcfa49e3d79dd1ce7244c67b6863bacb74636b0f82d45c12de8353572ed67f4c8e6624d10aa14d59c27e8d127bca6acced8ca9be9bd8780eb7d6a53eb174ad7195b57809,0
192.168.50.11,172.67.69.191,57130,443,6,,0
192.168.50.11,172.64.41.4,44258,443,6,,0
13.33.21.75,192.168.50.11,443,50705,17,408645f02f74fd4ecab1b3f0c1630869c023ce126310885febf662f9ca4124c5819f7d5b9517865e7afc5394e367d1c31b06908526ee8e3f9b60e1a14d8f35525a77372df15ff283e4e56f3dacd9dc32462cd1f5f6d421f85b3ee0d96f5c1613ce1a45aa112f8fcd8705bb7b6cdcf2110f57dd35bea0a47b390b71042e4274f7,0
192.168.50.11,172.64.41.4,44258,443,6,,0
192.168.50.11,18.65.25.7,53452,443,6,140303000101170303003569a51a7a7e403bc2aab2698cb6b25ef42b7ffaffc9c2f793aea69feebe469b1948689ed4f7bcf57a652cec4b9c0eca25062cbaad81,0
142.250.68.66,192.168.50.11,443,38960,6,1703030573e9a7ee1769bb595367828ae143aadc128dc16a68a55e99d48ae16e59d0eab749545eb9b254e3c6dc5d54d39a1248862969b969a33b59f467fdb1d3a579ac4061300ff09972d1cafa754433d442191b35c4cd56addb2a4c345cac6fca1018919a7a8141f6eb5b25aea82df4aeed2a78957e83c77c6b31e5b5231343,0
192.168.50.11,13.226.223.188,48706,80,6,,0
192.168.50.11,173.194.12.135,36986,443,6,,0
192.168.12.93,154.36.193.76,41153,31335,17,6c3434,1
192.168.50.11,104.254.151.68,35554,443,6,1603010764010007600303f1c701e30aafcfd4ae1185325e274c0e3c4785a40802cc39872459ab2e4b6a7e204b1213f600af7e52001196c8264d99a7e32aaf535b5d2962e90d66113f8af4720022130113031302c02bc02fcca9cca8c02cc030c00ac009c013c014009c009d002f0035010006f5000000150013000010736563,0
