protocol,src_ip,dst_ip,src_port,dst_port,label
tcp,114.41.202.254,192.168.112.134,44637,19,malicious
udp,56.172.238.162,232.169.131.47,64059,443,normal
udp,214.110.77.172,10.158.46.43,17393,123,malicious
udp,143.143.85.164,5.228.11.252,19891,143,normal
icmp,196.129.196.243,10.205.217.151,0,0,normal
icmp,172.30.241.191,205.152.232.235,0,0,normal
udp,192.168.124.60,172.52.247.57,12607,5000,normal
tcp,26.150.87.12,150.53.119.31,49176,587,normal
udp,210.56.56.230,172.25.122.135,7974,47584,normal
udp,172.17.251.149,10.52.59.231,31693,993,normal
tcp,172.27.113.200,10.19.128.241,64925,5001,normal
icmp,108.155.178.37,146.29.104.74,0,0,normal
tcp,172.21.138.135,10.228.216.81,63776,9001,normal
tcp,172.24.68.33,172.29.8.145,15775,1,malicious
tcp,98.154.134.122,10.137.228.183,25180,4228,normal
icmp,172.24.45.89,172.30.239.68,0,0,normal
udp,172.19.79.255,192.168.57.248,38727,67,normal
udp,185.107.56.215,10.200.250.29,1688,26146,malicious
icmp,251.186.17.105,10.42.133.137,0,0,normal
udp,10.85.233.112,172.28.233.136,22123,9001,normal
udp,226.10.94.224,10.240.243.228,55219,39775,normal
udp,192.168.28.178,58.125.191.9,34557,23095,normal
icmp,172.28.94.173,192.168.155.223,0,0,normal
tcp,172.24.126.189,192.168.37.122,17148,8888,normal
icmp,10.98.253.252,10.20.41.123,0,0,normal
udp,118.47.99.50,145.44.109.158,32482,19478,normal
udp,198.144.121.93,10.215.20.228,688,7167,malicious
tcp,172.16.37.130,10.241.146.69,27891,9001,normal
udp,192.168.165.27,192.168.114.81,64318,8000,normal
udp,172.16.254.237,192.168.94.220,53093,53,normal
tcp,10.153.209.200,172.18.25.86,21462,61164,normal
icmp,192.168.75.200,220.234.29.117,0,0,normal
tcp,172.20.138.226,10.188.72.68,39201,5001,normal
icmp,192.168.172.231,192.168.65.23,0,0,normal
udp,192.168.182.8,10.205.87.92,17561,8966,normal
udp,10.48.87.174,10.56.144.27,16161,36324,normal
icmp,172.24.71.155,99.70.144.11,0,0,normal
udp,172.24.188.83,90.169.35.82,23148,38830,normal
tcp,10.191.131.114,192.168.158.154,14309,5001,normal
tcp,10.151.224.3,172.17.52.2,61926,34309,normal
icmp,10.81.107.220,192.168.39.233,0,0,normal
udp,229.65.223.180,192.168.66.118,26030,8000,normal
icmp,172.31.166.248,172.22.243.134,0,0,normal
tcp,10.171.138.38,192.168.5.194,30414,8888,normal
udp,192.168.227.246,10.25.64.193,37782,8888,normal
tcp,10.136.147.222,117.248.82.218,40604,993,normal
tcp,10.19.57.223,74.24.61.224,10040,25,normal
udp,49.237.146.54,10.68.61.187,47628,3389,malicious
tcp,172.27.248.191,148.232.177.237,50116,9001,normal
udp,192.168.204.131,207.222.167.172,10897,25,normal
tcp,103.27.202.112,79.104.195.196,25234,37657,malicious
udp,10.47.112.24,172.29.237.94,3087,443,normal
udp,198.144.121.93,192.168.72.14,9421,52422,malicious
udp,10.28.120.2,172.19.172.188,590,68,normal
tcp,185.220.101.4,19.87.196.6,26023,22453,malicious
udp,10.125.23.46,156.155.130.242,44423,143,normal
tcp,148.96.228.199,10.167.181.35,54398,5001,normal
tcp,185.220.101.4,172.20.122.129,39078,5209,malicious
udp,172.21.47.112,192.168.245.131,11317,5000,normal
udp,68.133.43.189,172.16.24.103,40970,993,normal
icmp,10.253.95.47,233.148.5.58,0,0,normal
tcp,192.168.158.207,192.168.254.143,41487,1,malicious
tcp,63.13.176.64,10.94.79.254,26914,587,normal
tcp,22.27.12.165,236.194.235.60,10017,27632,normal
tcp,192.168.146.180,172.30.199.62,38094,9001,normal
icmp,10.133.117.113,52.136.48.126,0,0,normal
tcp,172.28.26.235,190.194.16.248,49247,445,malicious
icmp,171.140.205.54,192.168.72.227,0,0,normal
udp,3.180.205.10,172.23.166.10,23102,68,normal
icmp,172.26.243.249,184.2.101.20,0,0,normal
icmp,172.31.48.161,192.168.14.158,0,0,normal
tcp,220.231.248.62,10.35.76.0,12262,993,normal
udp,179.110.197.30,10.66.153.210,9212,17521,normal
udp,192.168.147.52,192.168.130.154,47683,34506,normal
icmp,68.96.225.166,235.254.34.151,0,0,normal
icmp,10.56.28.112,192.168.33.255,0,0,normal
udp,119.213.252.164,203.182.81.64,32518,9001,normal
udp,171.243.8.143,255.27.176.111,10460,8888,normal
tcp,209.218.148.224,7.244.201.177,51772,8367,normal
udp,158.243.161.181,172.17.172.182,65254,123,malicious
tcp,45.83.64.1,10.140.199.179,52267,8562,malicious
tcp,10.182.96.36,10.67.167.54,7157,8080,malicious
icmp,192.168.174.40,42.22.235.71,0,0,normal
tcp,153.122.24.185,10.228.59.115,61783,25,normal
udp,172.28.132.91,45.158.179.36,56889,49576,normal
udp,10.182.165.184,38.152.194.253,28874,60027,normal
icmp,92.77.33.210,145.146.97.46,0,0,normal
tcp,10.246.67.97,172.26.164.222,43560,1900,malicious
udp,2.224.225.247,172.30.154.241,55717,0,malicious
udp,124.125.172.242,19.114.180.54,27378,53,normal
tcp,89.248.167.131,172.24.78.254,41059,44499,malicious
icmp,192.168.255.154,149.56.203.55,0,0,normal
icmp,123.20.234.125,10.85.26.157,0,0,normal
tcp,172.29.15.19,172.17.14.113,45051,80,normal
tcp,172.27.147.243,172.24.47.24,21022,8080,malicious
icmp,234.71.206.101,210.127.209.181,0,0,normal
udp,59.35.7.24,192.168.172.10,11990,40150,normal
tcp,236.100.40.234,10.161.74.23,58697,38358,normal
icmp,102.85.171.242,32.189.71.23,0,0,normal
tcp,192.168.9.89,192.168.160.202,13185,8000,normal
tcp,192.168.216.237,10.45.190.30,32372,137,malicious
icmp,10.82.143.102,247.58.194.58,0,0,normal
udp,172.17.81.24,192.168.154.248,39045,8000,normal
icmp,172.22.204.55,172.26.27.53,0,0,normal
tcp,10.22.98.75,160.129.122.219,54690,28151,normal
tcp,185.220.101.4,192.168.250.61,19107,22542,malicious
icmp,86.133.104.79,172.31.125.201,0,0,normal
icmp,51.185.74.32,192.168.18.223,0,0,normal
udp,192.168.216.224,91.214.61.21,3187,50064,normal
icmp,10.210.30.78,172.26.117.12,0,0,normal
tcp,172.27.24.42,172.31.137.255,51988,23718,normal
udp,192.168.15.239,192.168.173.155,47297,1900,malicious
tcp,103.27.202.112,89.1.221.178,2347,52187,malicious
udp,10.97.134.89,143.255.176.171,23699,67,normal
tcp,10.24.236.70,172.18.72.94,64219,5000,normal
tcp,192.168.32.143,73.197.183.84,55465,67,normal
tcp,185.220.101.4,192.168.64.48,38651,26905,malicious
icmp,211.172.149.248,10.70.181.213,0,0,normal
udp,172.26.253.186,10.153.127.54,65121,1043,normal
udp,185.205.107.218,172.17.87.42,51321,9000,normal
icmp,192.168.109.224,172.18.60.32,0,0,normal
udp,192.168.162.119,10.228.173.48,60298,1433,malicious
tcp,10.3.172.58,165.133.152.27,27881,46275,normal
tcp,10.46.0.24,192.168.45.142,15674,5000,normal
udp,60.36.81.89,192.168.176.76,39712,443,normal
tcp,132.68.155.18,10.138.190.83,49921,8361,normal
icmp,192.168.124.125,10.174.150.192,0,0,malicious
tcp,172.24.0.103,249.50.100.168,21239,3389,malicious
tcp,192.168.133.22,10.11.182.164,20424,445,malicious
tcp,192.168.24.78,192.168.203.155,25237,17689,normal
icmp,172.28.190.17,10.167.141.100,0,0,normal
udp,89.248.167.131,172.17.250.185,58627,37340,malicious
udp,239.41.40.252,192.168.127.29,10080,8000,normal
udp,10.75.64.124,172.21.153.16,55124,443,normal
icmp,10.16.250.101,240.91.252.218,0,0,normal
tcp,216.50.204.209,10.93.57.175,46616,8000,normal
tcp,192.168.42.78,192.168.178.243,56176,60344,normal
udp,172.20.164.198,21.249.87.207,15004,60248,normal
tcp,172.25.110.224,192.168.241.190,40233,143,normal
udp,198.144.121.93,172.20.180.172,31748,7976,malicious
tcp,172.19.48.183,172.25.205.62,31476,21925,normal
tcp,10.86.216.245,74.168.2.39,32242,587,normal
icmp,108.64.111.216,182.209.41.156,0,0,normal
icmp,10.154.69.159,75.139.133.84,0,0,normal
udp,192.168.49.3,172.23.123.197,38324,68,normal
tcp,172.29.122.238,192.168.226.121,64885,52843,normal
tcp,136.173.155.255,64.14.255.14,34631,42308,normal
tcp,8.167.229.104,67.172.22.227,27252,8888,normal
udp,10.207.48.141,172.18.70.161,49769,23,malicious
udp,192.168.87.29,172.19.252.196,56409,67,normal
icmp,220.23.50.215,10.4.190.1,0,0,normal
icmp,192.168.107.42,192.168.58.164,0,0,normal
udp,192.168.201.252,202.132.191.179,33750,67,normal
udp,185.148.76.237,10.198.219.44,22390,68,normal
tcp,192.168.94.194,172.25.207.39,51854,80,normal
icmp,17.140.233.141,192.168.181.88,0,0,normal
icmp,107.131.172.14,172.21.30.43,0,0,normal
udp,64.13.33.36,172.21.90.109,47382,69,malicious
icmp,172.28.76.225,10.214.37.121,0,0,normal
udp,172.27.153.69,192.168.12.207,61744,25,normal
udp,10.56.62.63,172.20.23.33,58595,25,normal
tcp,172.16.160.49,192.168.211.48,47398,19,malicious
icmp,192.168.94.21,192.168.97.209,0,0,normal
icmp,137.74.238.183,43.140.161.122,0,0,malicious
udp,10.251.97.246,192.168.142.163,61427,9000,normal
tcp,21.8.177.213,148.200.172.192,40391,161,malicious
icmp,172.28.140.80,172.48.195.17,0,0,normal
tcp,192.168.1.25,172.26.135.52,10963,39541,normal
icmp,172.16.117.218,172.20.187.55,0,0,normal
udp,10.32.47.199,172.28.241.227,50135,25,normal
tcp,172.30.140.82,98.182.33.220,17011,9001,normal
icmp,172.30.212.198,192.168.242.117,0,0,normal
tcp,10.255.14.73,192.168.169.229,54307,9000,normal
icmp,172.31.51.39,71.146.167.116,0,0,normal
icmp,247.217.233.5,3.168.251.158,0,0,normal
icmp,5.9.156.221,172.25.1.16,0,0,normal
icmp,12.123.115.254,129.125.123.8,0,0,normal
udp,231.253.62.14,10.204.38.92,26237,6418,normal
icmp,10.16.115.76,10.216.51.165,0,0,normal
icmp,172.17.103.44,192.168.23.173,0,0,normal
tcp,172.19.209.26,172.23.3.33,9929,41619,normal
udp,10.183.20.60,76.225.25.129,49736,44362,normal
udp,192.168.187.115,192.168.19.140,7375,9001,normal
udp,99.162.243.42,192.168.10.8,58082,5000,normal
tcp,183.48.248.232,10.142.32.63,16745,9001,normal
icmp,10.228.211.168,10.128.134.10,0,0,normal
icmp,141.43.147.113,172.21.6.192,0,0,normal
tcp,10.233.186.141,192.168.1.206,36303,143,normal
tcp,192.168.47.187,10.214.3.123,5795,80,normal
icmp,43.63.175.32,172.17.28.37,0,0,normal
tcp,192.168.24.209,172.17.228.6,56913,53,normal
udp,22.99.8.7,147.181.176.85,8229,10192,normal
icmp,192.168.213.93,177.67.84.132,0,0,normal
tcp,10.186.186.88,172.18.2.3,22132,993,normal
icmp,10.45.177.218,46.10.243.11,0,0,normal
udp,252.184.240.143,192.60.186.252,39673,23605,normal
udp,10.182.159.184,172.18.244.253,29250,587,normal
icmp,10.8.43.79,172.24.172.161,0,0,normal
tcp,192.168.27.181,172.20.244.195,17730,67,normal
udp,150.243.225.142,192.168.176.12,36785,1186,normal
tcp,165.96.23.253,10.142.123.208,1886,80,normal
udp,172.28.188.110,10.209.204.81,27933,47135,normal
udp,10.83.171.75,10.63.30.181,48985,9000,normal
udp,192.168.75.129,172.18.36.97,22112,23,malicious
tcp,192.168.220.208,10.11.239.170,36626,443,normal
udp,166.1.74.220,172.31.50.220,58070,9000,normal
icmp,192.168.125.196,192.168.22.172,0,0,normal
icmp,249.228.71.179,27.169.29.87,0,0,normal
tcp,192.168.121.48,195.135.225.124,2102,25,normal
icmp,172.29.92.154,10.20.176.150,0,0,normal
udp,222.186.30.11,172.27.124.183,23623,14242,malicious
tcp,192.168.15.71,160.5.141.223,23848,9001,normal
icmp,10.69.89.20,192.168.243.11,0,0,normal
udp,150.154.40.9,172.26.253.71,16575,16505,normal
icmp,172.16.228.233,172.31.169.7,0,0,normal
tcp,172.20.185.24,172.16.180.6,50102,591,normal
tcp,172.19.178.172,10.37.216.132,64040,25,normal
udp,10.253.238.203,10.179.230.251,44412,53510,normal
udp,247.228.194.219,192.168.52.202,31265,123,malicious
tcp,10.161.124.183,10.28.97.240,52174,9001,normal
tcp,10.116.153.67,172.27.32.107,37041,143,normal
tcp,192.168.100.254,10.132.202.139,33147,35755,normal
udp,10.233.206.164,192.168.137.189,59566,143,normal
udp,213.53.27.147,192.168.117.211,30494,56319,normal
udp,172.19.236.172,214.194.86.65,49006,68,normal
icmp,10.195.206.91,192.168.116.123,0,0,malicious
udp,172.21.175.253,192.168.79.192,50488,993,normal
tcp,10.21.124.19,192.168.6.178,46190,43182,normal
icmp,10.30.11.68,10.13.181.157,0,0,normal
tcp,21.57.223.235,206.98.117.10,23126,11102,normal
udp,96.102.103.253,172.29.74.230,51886,19903,normal
tcp,10.45.237.79,192.168.141.246,18389,23,malicious
tcp,10.83.50.89,172.24.162.64,48807,44403,normal
tcp,10.21.101.205,192.168.90.199,61670,5000,normal
tcp,243.202.245.45,172.31.243.225,5005,9000,normal
icmp,253.113.113.110,10.235.62.249,0,0,normal
icmp,191.199.155.229,58.64.70.98,0,0,normal
tcp,123.254.108.113,10.21.24.169,2592,8000,normal
udp,10.64.139.220,10.191.239.198,42514,27113,normal
tcp,10.221.192.151,174.87.149.31,20113,8443,malicious
tcp,192.168.38.190,192.168.209.225,45381,993,normal
tcp,10.234.253.131,172.19.185.247,54960,68,normal
udp,172.19.138.100,167.148.164.116,16318,80,normal
udp,10.227.16.111,192.168.127.5,31297,80,normal
tcp,192.168.54.46,10.169.176.50,12916,1900,malicious
icmp,133.140.221.232,2.77.160.7,0,0,normal
tcp,10.107.121.189,192.168.63.248,52171,8000,normal
tcp,10.54.215.89,10.115.193.32,11990,143,normal
udp,172.16.61.171,46.41.120.115,22146,9001,normal
icmp,10.230.9.200,10.195.176.169,0,0,normal
udp,216.232.106.137,91.211.4.151,29205,41114,normal
icmp,172.16.197.77,172.20.121.215,0,0,normal
icmp,192.168.124.124,10.210.252.207,0,0,normal
tcp,10.35.45.0,10.104.66.169,53601,21,malicious
icmp,129.225.131.239,10.21.120.52,0,0,normal
tcp,172.26.172.58,192.168.34.65,61185,44706,normal
tcp,172.17.18.75,189.170.181.238,8589,68,normal
udp,201.39.127.46,248.123.29.138,27783,5001,normal
udp,25.110.209.66,192.168.231.225,19858,5000,normal
tcp,192.168.234.7,201.12.192.20,28729,68,normal
tcp,172.20.56.92,160.135.199.132,42507,3809,normal
udp,192.168.38.9,10.242.118.228,1948,61317,normal
tcp,106.137.233.78,192.168.245.242,28352,21,malicious
tcp,172.16.197.191,10.247.39.119,15579,62734,normal
tcp,10.134.62.208,10.60.56.16,62177,52621,normal
tcp,10.35.111.142,10.43.74.229,10570,68,normal
udp,10.124.95.107,172.25.30.158,10289,9001,normal
udp,10.218.189.136,25.217.176.200,35633,443,normal
icmp,10.43.206.205,192.168.48.221,0,0,normal
udp,10.120.231.216,192.168.121.246,33486,24649,normal
tcp,76.56.194.81,10.224.104.76,64022,993,normal
tcp,192.168.91.77,253.91.192.49,56532,1900,malicious
tcp,126.59.173.109,192.168.89.46,9206,67,normal
tcp,192.168.244.61,195.142.40.166,5596,53,normal
tcp,172.18.139.133,182.158.43.102,48403,68,normal
tcp,132.187.7.60,41.164.49.61,51964,33392,normal
icmp,192.168.14.250,123.65.130.181,0,0,normal
udp,141.182.170.243,218.12.223.172,50400,5001,normal
tcp,172.19.218.23,192.168.139.224,43892,593,malicious
tcp,192.168.207.145,192.168.48.107,38978,25,normal
udp,10.164.143.250,176.29.100.184,27793,69,malicious
icmp,192.168.108.151,10.110.147.236,0,0,normal
udp,152.127.212.73,10.173.230.249,46074,53,normal
tcp,10.15.61.81,106.12.170.49,45643,67,normal
icmp,10.204.51.112,192.168.138.89,0,0,malicious
udp,192.168.89.185,226.94.158.202,23634,15623,normal
icmp,192.168.30.255,172.22.97.246,0,0,normal
udp,172.23.38.16,172.27.121.157,15568,5000,normal
tcp,10.124.241.145,10.30.153.107,30491,8000,normal
udp,61.168.93.0,172.20.63.76,26040,143,normal
udp,192.168.95.160,20.179.80.149,4554,8000,normal
tcp,10.244.127.28,172.23.10.78,39226,49419,normal
icmp,62.159.208.27,192.168.25.220,0,0,normal
udp,172.17.72.245,10.69.219.167,2805,1093,normal
tcp,244.168.84.238,172.26.187.17,16914,5001,normal
tcp,10.32.233.241,10.164.248.231,41732,52573,normal
udp,10.47.227.83,172.20.17.222,11050,39931,normal
tcp,83.199.84.113,10.163.186.144,61282,5000,normal
udp,172.21.28.248,147.50.115.32,51263,25,normal
udp,172.29.217.126,172.30.71.37,3543,13309,normal
icmp,36.113.177.85,10.213.229.15,0,0,normal
tcp,10.128.212.168,13.212.51.3,30652,34447,normal
tcp,37.38.87.133,172.31.201.205,5768,8888,normal
tcp,192.168.207.50,10.184.201.223,60897,0,malicious
tcp,192.168.209.19,243.188.15.14,26819,52519,normal
udp,225.124.188.78,30.102.149.103,9150,5001,normal
icmp,192.168.90.98,192.168.18.129,0,0,normal
icmp,192.168.129.147,192.168.136.31,0,0,malicious
icmp,142.57.123.227,172.21.142.53,0,0,normal
tcp,161.74.9.135,191.92.249.243,26932,5001,normal
udp,10.150.219.34,10.122.24.79,1961,68,normal
tcp,238.148.9.194,10.170.199.59,52268,80,normal
tcp,10.176.80.114,10.33.5.245,46310,69,malicious
tcp,10.21.36.207,10.148.221.105,24400,68,normal
tcp,192.168.55.88,88.98.16.11,14173,67,normal
udp,192.168.30.26,10.243.9.175,20179,32697,normal
udp,10.1.99.154,192.168.66.25,38333,67,normal
udp,55.63.39.196,238.151.33.151,19174,67,normal
udp,192.168.233.208,10.234.238.7,32063,143,normal
icmp,10.175.206.11,103.111.118.44,0,0,normal
tcp,192.168.130.40,10.35.160.167,46081,21,malicious
tcp,172.25.26.169,172.29.192.20,62317,1433,malicious
udp,240.118.145.208,207.14.147.171,53337,5001,normal
udp,10.7.123.14,245.221.154.152,50016,13133,normal
tcp,192.168.180.161,172.27.126.107,48163,67,normal
tcp,102.11.205.156,27.107.90.36,7530,19,malicious
icmp,155.87.56.196,172.25.162.12,0,0,normal
tcp,192.168.63.136,10.118.107.99,4370,587,normal
tcp,185.220.101.4,192.168.146.214,46439,53165,malicious
tcp,192.168.75.208,163.6.117.83,27717,593,malicious
udp,192.168.212.22,178.98.18.168,37089,587,normal
udp,10.52.44.113,32.139.83.158,60860,993,normal
udp,192.168.255.198,242.242.40.92,1095,25,normal
udp,10.201.181.242,116.120.197.36,59363,9001,normal
tcp,74.176.108.188,10.124.45.217,10117,993,normal
icmp,172.21.46.101,79.66.218.229,0,0,normal
tcp,10.250.213.15,172.21.182.135,44143,5001,normal
icmp,172.25.164.113,192.168.56.193,0,0,normal
icmp,192.168.155.85,35.46.34.4,0,0,normal
tcp,176.120.114.78,172.28.199.20,54164,8080,malicious
tcp,172.31.106.27,192.168.18.3,51009,5001,normal
tcp,43.111.233.97,10.185.155.241,15369,68,normal
tcp,192.168.168.72,3.78.119.46,37131,1900,malicious
tcp,10.28.24.117,80.7.12.30,3988,5001,normal
icmp,14.129.207.184,10.107.246.5,0,0,normal
icmp,192.168.63.232,172.24.164.48,0,0,normal
icmp,187.164.184.20,187.254.24.117,0,0,normal
tcp,10.108.60.67,139.47.255.114,15811,5001,normal
udp,172.21.177.239,192.168.22.18,10723,41425,normal
icmp,192.168.75.114,172.27.179.69,0,0,normal
icmp,172.31.33.134,172.16.242.207,0,0,normal
udp,192.168.119.115,209.55.8.191,10358,587,normal
udp,10.18.11.155,11.84.240.84,13015,9000,normal
icmp,10.52.96.228,189.112.72.194,0,0,normal
udp,10.112.186.237,172.24.142.88,48005,587,normal
icmp,172.20.73.23,146.123.109.80,0,0,normal
udp,172.30.160.181,192.168.162.225,60087,43122,normal
udp,10.211.131.96,45.212.72.173,41548,51992,normal
tcp,172.28.51.240,24.29.30.157,19828,143,normal
icmp,10.238.79.61,172.24.17.10,0,0,normal
udp,192.168.253.234,239.88.253.229,64765,9001,normal
tcp,192.168.63.170,172.25.217.48,48585,25,normal
udp,74.84.11.229,192.152.199.1,41686,38793,normal
udp,10.145.137.156,63.115.151.92,34895,25,normal
icmp,84.202.243.97,10.22.151.243,0,0,normal
tcp,89.248.167.131,10.75.97.7,2268,61091,malicious
udp,191.57.212.30,172.16.238.114,22108,36082,normal
tcp,172.16.202.75,203.108.92.116,55038,8888,normal
tcp,192.168.19.143,30.189.150.70,50856,53,normal
tcp,192.168.183.33,172.24.98.176,36364,9000,normal
udp,172.20.110.24,192.168.130.186,46629,20125,normal
udp,10.134.66.111,156.86.148.44,52087,67,normal
udp,242.44.239.68,192.168.58.21,59982,25,normal
udp,172.20.149.160,10.45.179.130,23573,32389,normal
tcp,172.16.91.177,30.80.94.141,487,5001,normal
tcp,172.31.164.138,10.118.136.171,19799,6605,normal
tcp,198.144.121.93,192.168.222.115,39106,63142,malicious
tcp,250.226.3.205,31.128.163.12,24948,11926,normal
tcp,10.138.247.55,172.19.228.194,41016,14240,normal
udp,172.18.213.119,10.182.42.80,62943,8888,normal
tcp,35.232.141.213,161.3.80.140,18805,25,normal
tcp,212.4.197.233,192.168.98.187,24974,143,normal
udp,172.29.247.22,10.161.161.82,52285,143,normal
tcp,172.18.137.142,10.17.211.190,17588,5001,normal
udp,54.19.51.115,192.168.150.1,34046,13794,normal
tcp,10.68.130.132,77.64.165.5,21380,67,normal
icmp,172.29.117.9,172.28.42.45,0,0,normal
tcp,10.1.107.46,10.64.121.179,40976,9000,normal
tcp,152.24.201.68,28.118.55.187,4750,143,normal
tcp,217.154.53.178,192.168.126.50,36375,8443,malicious
udp,192.168.113.106,192.168.192.135,61192,5001,normal
tcp,192.168.76.176,151.86.228.154,64646,15751,normal
icmp,53.41.103.108,192.168.80.106,0,0,normal
icmp,10.212.64.88,49.42.121.140,0,0,normal
tcp,10.58.206.38,10.251.65.232,34900,14941,normal
udp,10.215.136.139,92.159.43.214,19122,25,normal
icmp,129.99.134.107,172.17.20.60,0,0,normal
icmp,192.168.108.125,172.19.199.135,0,0,normal
icmp,10.76.65.133,10.87.205.210,0,0,normal
icmp,60.176.129.194,225.92.188.170,0,0,normal
tcp,192.168.121.214,88.250.243.46,37047,587,normal
icmp,172.21.80.164,192.168.53.166,0,0,normal
udp,126.78.8.51,172.25.181.109,43905,28939,normal
udp,172.31.163.200,172.25.121.40,22297,8080,malicious
icmp,172.19.79.180,172.19.199.74,0,0,normal
tcp,75.171.7.1,137.154.48.12,16666,135,malicious
udp,10.140.141.6,10.232.149.49,37794,25,normal
udp,10.61.68.42,172.28.109.84,47172,53,normal
icmp,172.24.146.72,10.124.125.65,0,0,normal
tcp,192.168.128.96,10.36.249.97,52642,1806,normal
icmp,10.228.140.36,10.115.36.128,0,0,normal
udp,10.95.190.113,172.29.252.217,25165,35405,normal
icmp,172.25.0.132,19.162.126.208,0,0,normal
icmp,224.209.15.224,172.30.48.68,0,0,normal
tcp,172.31.48.74,192.168.151.41,15040,37829,normal
tcp,10.78.44.215,192.168.207.145,58621,21767,normal
icmp,10.33.84.123,74.233.121.157,0,0,normal
icmp,172.23.171.229,10.143.182.154,0,0,normal
udp,10.190.27.244,172.16.19.234,53618,8080,malicious
